ORIGEN,curr,prev,variation,AÑO
25,0.03677497439716972,0.037519548853430805,-0.0007445744562610823,2018
26,0.042678280179443945,0.04366118408162247,-0.0009829039021785266,2018
27,0.022837379787384444,0.02615538622121999,-0.0033180064338355457,2018
28,0.03505432627488302,0.03649000559302048,-0.001435679318137456,2018
29,0.012861758509277363,0.0155393346086845,-0.002677576099407138,2018
30,0.015292734313309679,0.017733793599732105,-0.0024410592864224263,2018
31,0.009530804428858614,0.008375280986936557,0.0011555234419220566,2018
32,0.040723154958328595,0.036465068559031304,0.004258086399297291,2018
33,0.023558052047019554,0.02215477348267054,0.0014032785643490128,2018
34,0.023392538800787566,0.02244689302368662,0.0009456457771009445,2018
35,0.006051578065357043,0.006227133630440281,-0.000175555565083238,2018
36,0.018058184802435803,0.008129473080471808,0.009928711721963995,2018
37,0.003641291417103725,0.0011292913963670305,0.0025120000207366944,2018
38,0.01197212481078043,0.0006198634163024078,0.011352261394478022,2018
39,0.011079042919653663,0.0,0.011079042919653663,2018
40,0.011785922408769443,0.0,0.011785922408769443,2018
41,7.58602378563276e-05,0.0,7.58602378563276e-05,2018
42,2.7585541038664585e-05,0.0,2.7585541038664585e-05,2018
1,0.03379841772762036,0.03401642029330326,-0.00021800256568290516,2019
2,0.04829401217231473,0.04716093059822694,0.0011330815740877923,2019
3,0.056571700332264344,0.06495705276079543,-0.008385352428531084,2019
4,0.02859915552156505,0.03969904174726817,-0.01109988622570312,2019
5,0.032121029055456655,0.03409917691641926,-0.0019781478609626063,2019
6,0.04943155161665563,0.05198495208736341,-0.0025534004707077756,2019
7,0.013689033991221023,0.012682452492526043,0.0010065814986949806,2019
8,0.020639592799439586,0.021440861772302047,-0.0008012689728624615,2019
9,0.020572111645961736,0.021168454554545236,-0.0005963429085834998,2019
10,0.009228851085161216,0.013613464502580972,-0.004384613417419756,2019
11,0.02390118188420234,0.027454509718730927,-0.003553327834528587,2019
12,0.05487181794227469,0.06545704069212123,-0.010585222749846537,2019
13,0.015012949954691225,0.014816883730392715,0.00019606622429851027,2019
14,0.014174255618609374,0.01718924025971787,-0.0030149846411084962,2019
15,0.0288208793115637,0.026926936246366467,0.0018939430651972317,2019
16,0.019646655826836935,0.02177878465002569,-0.0021321288231887538,2019
17,0.038846650685415714,0.040974873020306404,-0.0021282223348906906,2019
18,0.019987274982487035,0.021737406338467692,-0.0017501313559806567,2019
19,0.031449430908939,0.03126476257469647,0.00018466833424252843,2019
20,0.020842036259873135,0.01905471247245756,0.001787323787415574,2019
21,0.010160733680807717,0.0101549272948584,5.806385949318205e-06,2019
22,0.01180277508210207,0.011637650125686622,0.0001651249564154477,2019
23,0.01615691617555383,0.01673063063995007,-0.0005737144643962397,2019
24,0.006735261794741611,0.008603240611433517,-0.0018679788166919052,2019
25,0.0324648615993676,0.03677497439716972,-0.004310112797802121,2019
26,0.04344500928669207,0.042678280179443945,0.0007667291072481278,2019
27,0.025642838321583043,0.022837379787384444,0.002805458534198599,2019
28,0.031202000012853552,0.03505432627488302,-0.0038523262620294707,2019
29,0.010523846554283768,0.012861758509277363,-0.0023379119549935944,2019
30,0.014714104846432175,0.015292734313309679,-0.0005786294668775043,2019
31,0.008296968489514714,0.009530804428858614,-0.0012338359393439004,2019
32,0.03804009023194237,0.040723154958328595,-0.002683064726386228,2019
33,0.020417869009440936,0.023558052047019554,-0.0031401830375786186,2019
34,0.021336898052044036,0.023392538800787566,-0.00205564074874353,2019
35,0.005331011124750159,0.006051578065357043,-0.0007205669406068838,2019
36,0.01736193677337258,0.018058184802435803,-0.0006962480290632241,2019
37,0.0030752125656334553,0.003641291417103725,-0.0005660788514702695,2019
38,0.015218606803385626,0.01197212481078043,0.0032464819926051967,2019
39,0.011002641405150419,0.011079042919653663,-7.640151450324408e-05,2019
40,0.04307546963669432,0.011785922408769443,0.031289547227924874,2019
41,0.0052249693121421085,7.58602378563276e-05,0.0051491090742857805,2019
42,0.0039364006195412565,2.7585541038664585e-05,0.003908815078502592,2019
43,0.0025899909382451044,0.0,0.0025899909382451044,2019
44,0.010478859118631868,0.0,0.010478859118631868,2019
45,0.01126613924254012,0.0,0.01126613924254012,2019
1,0.030815359103065904,0.03379841772762036,-0.0029830586245544535,2020
2,0.04569539751757408,0.04829401217231473,-0.0025986146547406497,2020
3,0.05661114802427707,0.056571700332264344,3.944769201272985e-05,2020
4,0.02813527713722578,0.02859915552156505,-0.00046387838433926964,2020
5,0.030910278672689407,0.032121029055456655,-0.0012107503827672485,2020
6,0.04881099280286322,0.04943155161665563,-0.0006205588137924156,2020
7,0.010776162904315491,0.013689033991221023,-0.0029128710869055323,2020
8,0.025192770478897147,0.020639592799439586,0.004553177679457562,2020
9,0.017135774069090278,0.020572111645961736,-0.003436337576871458,2020
10,0.00592968134942127,0.009228851085161216,-0.0032991697357399466,2020
11,0.027387087588428748,0.02390118188420234,0.0034859057042264073,2020
12,0.04821355786464469,0.05487181794227469,-0.006658260077629999,2020
13,0.017135774069090278,0.015012949954691225,0.0021228241143990533,2020
14,0.01384709015684063,0.014174255618609374,-0.0003271654617687438,2020
15,0.02967632426758385,0.0288208793115637,0.0008554449560201523,2020
16,0.021261983595664967,0.019646655826836935,0.0016153277688280322,2020
17,0.037493230001284204,0.038846650685415714,-0.0013534206841315094,2020
18,0.02260760808268053,0.019987274982487035,0.002620333100193495,2020
19,0.02963723973891535,0.031449430908939,-0.0018121911700236526,2020
20,0.024433413921909113,0.020842036259873135,0.003591377662035978,2020
21,0.010636575301927983,0.010160733680807717,0.00047584162112026575,2020
22,0.010485820691349478,0.01180277508210207,-0.0013169543907525921,2020
23,0.018118470789898325,0.01615691617555383,0.001961554614344496,2020
24,0.009380286880440427,0.006735261794741611,0.0026450250856988157,2020
25,0.026220135232469192,0.0324648615993676,-0.00624472636689841,2020
26,0.032401074266187976,0.04344500928669207,-0.011043935020504096,2020
27,0.0175768708926348,0.025642838321583043,-0.008065967428948242,2020
28,0.0329985092044065,0.031202000012853552,0.0017965091915529488,2020
29,0.012367461571533062,0.010523846554283768,0.0018436150172492938,2020
30,0.0153825537831032,0.014714104846432175,0.0006684489366710258,2020
31,0.009949804298181453,0.008296968489514714,0.0016528358086667395,2020
32,0.037733320677390714,0.03804009023194237,-0.000306769554551653,2020
33,0.016862182368410767,0.020417869009440936,-0.003555686641030169,2020
34,0.03366294619177103,0.021336898052044036,0.012326048139726993,2020
35,0.005365747435775744,0.005331011124750159,3.4736311025585116e-05,2020
36,0.017532202859870796,0.01736193677337258,0.0001702660864982171,2020
37,0.0028699211050871305,0.0030752125656334553,-0.00020529146054632484,2020
38,0.017303279191955286,0.015218606803385626,0.00208467238856966,2020
39,0.0087940189504129,0.011002641405150419,-0.002208622454737519,2020
40,0.043986845264351,0.04307546963669432,0.0009113756276566826,2020
41,0.005315495898916242,0.0052249693121421085,9.052658677413325e-05,2020
42,0.004701310448411214,0.0039364006195412565,0.0007649098288699573,2020
43,0.0049749021490907265,0.0025899909382451044,0.002384911210845622,2020
44,0.01737028124110129,0.010478859118631868,0.006891422122469421,2020
45,0.016303831958860742,0.01126613924254012,0.0050376927163206225,2020
1,0.029084106302859687,0.030815359103065904,-0.0017312528002062164,2021
2,0.04596311401450897,0.04569539751757408,0.00026771649693489025,2021
3,0.05815016662455938,0.05661114802427707,0.0015390186002823061,2021
4,0.026876481274286882,0.02813527713722578,-0.0012587958629388975,2021
5,0.032103800483632296,0.030910278672689407,0.0011935218109428887,2021
6,0.05020391958710795,0.04881099280286322,0.0013929267842447343,2021
7,0.011200538973303979,0.010776162904315491,0.0004243760689884874,2021
8,0.026629852865100275,0.025192770478897147,0.0014370823862031278,2021
9,0.017648969574475763,0.017135774069090278,0.0005131955053854845,2021
10,0.0061115722861852,0.00592968134942127,0.00018189093676392997,2021
11,0.026413301091180327,0.027387087588428748,-0.0009737864972484203,2021
12,0.046883459053668745,0.04821355786464469,-0.001330098810975948,2021
13,0.013143489611530178,0.017135774069090278,-0.0039922844575601,2021
14,0.016692532572995994,0.01384709015684063,0.0028454424161553638,2021
15,0.03397456719721851,0.02967632426758385,0.004298242929634658,2021
16,0.021504794215661507,0.021261983595664967,0.00024281061999653977,2021
17,0.037030353340311115,0.037493230001284204,-0.0004628766609730897,2021
18,0.01973628806198193,0.02260760808268053,-0.002871320020698599,2021
19,0.031953417307299,0.02963723973891535,0.0023161775683836483,2021
20,0.022419123927767952,0.024433413921909113,-0.0020142899941411607,2021
21,0.011050155796970681,0.010636575301927983,0.000413580495042698,2021
22,0.010863680658317392,0.010485820691349478,0.00037785996696791495,2021
23,0.01858736059479554,0.018118470789898325,0.00046888980489721496,2021
24,0.007537204797824858,0.009380286880440427,-0.0018430820826155691,2021
25,0.02216046486447468,0.026220135232469192,-0.004059670367994511,2021
26,0.0286149107926998,0.032401074266187976,-0.003786163473488178,2021
27,0.015483451835276284,0.0175768708926348,-0.0020934190573585164,2021
28,0.03527989316779153,0.0329985092044065,0.0022813839633850294,2021
29,0.01505636361448972,0.012367461571533062,0.0026889020429566573,2021
30,0.01565789631982291,0.0153825537831032,0.0002753425367197082,2021
31,0.010147856738970899,0.009949804298181453,0.00019805244078944552,2021
32,0.03633257540212461,0.037733320677390714,-0.0014007452752661034,2021
33,0.019465598344581996,0.016862182368410767,0.0026034159761712285,2021
34,0.034834758965844974,0.03366294619177103,0.001171812774073945,2021
35,0.006388277330638467,0.005365747435775744,0.0010225298948627224,2021
36,0.01559774304928959,0.017532202859870796,-0.0019344598105812058,2021
37,0.003422721093345845,0.0028699211050871305,0.0005527999882587145,2021
38,0.018635483211222194,0.017303279191955286,0.0013322040192669075,2021
39,0.00900494459883784,0.0087940189504129,0.00021092564842493944,2021
40,0.04005004752108372,0.043986845264351,-0.00393679774326728,2021
41,0.005852913222891928,0.005315495898916242,0.0005374173239756867,2021
42,0.006003296399225226,0.004701310448411214,0.001301985950814012,2021
43,0.004331035478398961,0.0049749021490907265,-0.0006438666706917659,2021
44,0.017270003970115855,0.01737028124110129,-0.00010027727098543479,2021
45,0.013937512782569989,0.016303831958860742,-0.0023663191762907532,2021
46,0.0009383910203197747,0.0,0.0009383910203197747,2021
47,0.0004090422396265685,0.0,0.0004090422396265685,2021
48,0.0008601917686264602,0.0,0.0008601917686264602,2021
49,0.0009925289637997617,0.0,0.0009925289637997617,2021
50,0.001479770455119645,0.0,0.001479770455119645,2021
51,2.406130821332756e-05,0.0,2.406130821332756e-05,2021
56,6.01532705333189e-06,0.0,6.01532705333189e-06,2021
1,0.031352904591322624,0.029084106302859687,0.0022687982884629365,2022
2,0.037856836360305283,0.04596311401450897,-0.008106277654203686,2022
3,0.0366370478224605,0.05815016662455938,-0.021513118802098878,2022
4,0.02321455260759933,0.026876481274286882,-0.0036619286666875507,2022
5,0.03301143129890605,0.032103800483632296,0.0009076308152737508,2022
6,0.05463495537888175,0.05020391958710795,0.004431035791773799,2022
7,0.010587571656549975,0.011200538973303979,-0.000612967316754004,2022
8,0.015780110214885276,0.026629852865100275,-0.010849742650214999,2022
9,0.016426164223071842,0.017648969574475763,-0.0012228053514039203,2022
10,0.005587885040956931,0.0061115722861852,-0.0005236872452282684,2022
11,0.024366842965484324,0.026413301091180327,-0.002046458125696003,2022
12,0.038816274775448016,0.046883459053668745,-0.00806718427822073,2022
13,0.011296302546127774,0.013143489611530178,-0.0018471870654024041,2022
14,0.015799395409159502,0.016692532572995994,-0.0008931371638364917,2022
15,0.021469242525781893,0.03397456719721851,-0.012505324671436616,2022
16,0.0203169521678969,0.021504794215661507,-0.0011878420477646062,2022
17,0.03550404265884973,0.037030353340311115,-0.0015263106814613833,2022
18,0.02131013967301953,0.01973628806198193,0.0015738516110376,2022
19,0.03292946922324059,0.031953417307299,0.000976051915941592,2022
20,0.016522590194442972,0.022419123927767952,-0.0058965337333249795,2022
21,0.013292320153510147,0.011050155796970681,0.002242164356539466,2022
22,0.011489154488870033,0.010863680658317392,0.0006254738305526402,2022
23,0.01928519427422582,0.01858736059479554,0.0006978336794302813,2022
24,0.0069089208487414,0.007537204797824858,-0.000628283949083458,2022
25,0.02004695944805774,0.02216046486447468,-0.0021135054164169408,2022
26,0.026893203415407907,0.0286149107926998,-0.0017217073772918916,2022
27,0.015052094131033252,0.015483451835276284,-0.0004313577042430322,2022
28,0.03036935968333711,0.03527989316779153,-0.004910533484454419,2022
29,0.007887644458158361,0.01505636361448972,-0.007168719156331358,2022
30,0.01574636112490538,0.01565789631982291,8.846480508247281e-05,2022
31,0.009608848047133014,0.010147856738970899,-0.0005390086918378844,2022
32,0.026406252259983703,0.03633257540212461,-0.009926323142140907,2022
33,0.020991933967494804,0.019465598344581996,0.0015263356229128083,2022
34,0.030634531104607714,0.034834758965844974,-0.004200227861237259,2022
35,0.006614821636059456,0.006388277330638467,0.00022654430542098924,2022
36,0.012501627188266888,0.01559774304928959,-0.0030961158610227028,2022
37,0.003823289764865269,0.003422721093345845,0.00040056867151942385,2022
38,0.015934391769079084,0.018635483211222194,-0.0027010914421431095,2022
39,0.009594384151427346,0.00900494459883784,0.000589439552589506,2022
40,0.038363072710003714,0.04005004752108372,-0.0016869748110800095,2022
41,0.0048791541513791324,0.005852913222891928,-0.0009737590715127959,2022
42,0.004208993650349786,0.006003296399225226,-0.0017943027488754402,2022
43,0.00364490171782868,0.004331035478398961,-0.0006861337605702806,2022
44,0.01517744789381572,0.017270003970115855,-0.0020925560763001352,2022
45,0.009560635061447451,0.013937512782569989,-0.004376877721122538,2022
46,0.013894982474579704,0.0009383910203197747,0.012956591454259928,2022
47,0.011074522811974177,0.0004090422396265685,0.010665480572347608,2022
48,0.004421130787366269,0.0008601917686264602,0.003560939018739809,2022
49,0.0046236253272456404,0.0009925289637997617,0.0036310963634458788,2022
50,0.01605010293472444,0.001479770455119645,0.014570332479604795,2022
51,0.005809664775110529,2.406130821332756e-05,0.005785603466897201,2022
52,0.005983231523578561,0.0,0.005983231523578561,2022
53,0.015216018282364172,0.0,0.015216018282364172,2022
54,0.02369186116588642,0.0,0.02369186116588642,2022
55,0.010269365951025249,0.0,0.010269365951025249,2022
56,0.006629285531765125,6.01532705333189e-06,0.006623270204711793,2022
1,0.03111224919064255,0.031352904591322624,-0.00024065540068007527,2023
2,0.035552283576902675,0.037856836360305283,-0.002304552783402608,2023
3,0.025067217822325464,0.0366370478224605,-0.011569830000135038,2023
4,0.02087410604868948,0.02321455260759933,-0.002340446558909852,2023
5,0.0357946335485523,0.03301143129890605,0.0027832022496462536,2023
6,0.04490333436979862,0.05463495537888175,-0.009731621009083133,2023
7,0.011893439174729757,0.010587571656549975,0.0013058675181797826,2023
8,0.014079161560550911,0.015780110214885276,-0.0017009486543343652,2023
9,0.01752693285533993,0.016426164223071842,0.001100768632268087,2023
10,0.004353154207744225,0.005587885040956931,-0.0012347308332127062,2023
11,0.019264536425658004,0.024366842965484324,-0.00510230653982632,2023
12,0.04112176028386955,0.038816274775448016,0.002305485508421537,2023
13,0.009931776196660143,0.011296302546127774,-0.0013645263494676315,2023
14,0.015002835037404204,0.015799395409159502,-0.0007965603717552984,2023
15,0.020819234356995227,0.021469242525781893,-0.0006500081687866657,2023
16,0.01595394436010462,0.0203169521678969,-0.00436300780779228,2023
17,0.03277669050536828,0.03550404265884973,-0.002727352153481452,2023
18,0.016100268871289302,0.02131013967301953,-0.005209870801730229,2023
19,0.041688767764710186,0.03292946922324059,0.008759298541469597,2023
20,0.010992628902749072,0.016522590194442972,-0.0055299612916939,2023
21,0.017924752620123278,0.013292320153510147,0.004632432466613131,2023
22,0.011340149616812687,0.011489154488870033,-0.00014900487205734593,2023
23,0.015853346258665156,0.01928519427422582,-0.003431848015560665,2023
24,0.007489985916265799,0.0069089208487414,0.0005810650675243988,2023
25,0.021637737091434527,0.02004695944805774,0.0015907776433767874,2023
26,0.028542424962961607,0.026893203415407907,0.0016492215475536996,2023
27,0.014463263402410696,0.015052094131033252,-0.0005888307286225566,2023
28,0.027097470415012894,0.03036935968333711,-0.003271889268324217,2023
29,0.0037312750352093355,0.007887644458158361,-0.004156369422949026,2023
30,0.016708430120900626,0.01574636112490538,0.0009620689959952446,2023
31,0.013091471110054324,0.009608848047133014,0.0034826230629213095,2023
32,0.022748888848243193,0.026406252259983703,-0.00365736341174051,2023
33,0.01706052347593876,0.020991933967494804,-0.003931410491556042,2023
34,0.029548405977356283,0.030634531104607714,-0.001086125127251432,2023
35,0.0050161871490498056,0.006614821636059456,-0.0015986344870096503,2023
36,0.012625061730653156,0.012501627188266888,0.00012343454238626823,2023
37,0.005386571067986026,0.003823289764865269,0.0015632813031207574,2023
38,0.016040824538620525,0.015934391769079084,0.00010643276954144104,2023
39,0.00877947067108079,0.009594384151427346,-0.0008149134803465564,2023
40,0.0389360378980484,0.038363072710003714,0.0005729651880446857,2023
41,0.005103067327565709,0.0048791541513791324,0.00022391317618657668,2023
42,0.002752729866661789,0.004208993650349786,-0.0014562637836879966,2023
43,0.003937043879062792,0.00364490171782868,0.0002921421612341116,2023
44,0.017801291313811207,0.01517744789381572,0.002623843419995487,2023
45,0.00984489601814424,0.009560635061447451,0.0002842609566967892,2023
46,0.017115395167633017,0.013894982474579704,0.0032204126930533133,2023
47,0.01252446362921369,0.011074522811974177,0.0014499408172395124,2023
48,0.004257128747279279,0.004421130787366269,-0.00016400204008699005,2023
49,0.02017449197958773,0.0046236253272456404,0.01555086665234209,2023
50,0.018414025204397052,0.01605010293472444,0.0023639222696726116,2023
51,0.009154427230991531,0.005809664775110529,0.0033447624558810025,2023
52,0.007407678378724416,0.005983231523578561,0.0014244468551458554,2023
53,0.017732701699193387,0.015216018282364172,0.0025166834168292157,2023
54,0.03428566202696029,0.02369186116588642,0.010593800861073869,2023
55,0.012437583450697785,0.010269365951025249,0.002168217499672536,2023
56,0.008226181113163719,0.006629285531765125,0.0015968955813985934,2023
1,0.03100187197627209,0.03111224919064255,-0.0001103772143704572,2024
2,0.034074830428123405,0.035552283576902675,-0.0014774531487792703,2024
3,0.02417523642817203,0.025067217822325464,-0.0008919813941534356,2024
4,0.01904067293900275,0.02087410604868948,-0.0018334331096867308,2024
5,0.037288794884885616,0.0357946335485523,0.0014941613363333162,2024
6,0.04441689154693312,0.04490333436979862,-0.00048644282286550156,2024
7,0.011567354678725111,0.011893439174729757,-0.00032608449600464613,2024
8,0.013342085430189872,0.014079161560550911,-0.0007370761303610394,2024
9,0.019633870614834806,0.01752693285533993,0.0021069377594948764,2024
10,0.003802299856562857,0.004353154207744225,-0.0005508543511813682,2024
11,0.015248097634502711,0.019264536425658004,-0.004016438791155293,2024
12,0.040779909075438214,0.04112176028386955,-0.0003418512084313388,2024
13,0.010332336566746893,0.009931776196660143,0.00040056037008675063,2024
14,0.013332360878127052,0.015002835037404204,-0.0016704741592771521,2024
15,0.02586730848710281,0.020819234356995227,0.005048074130107584,2024
16,0.015340480879099507,0.01595394436010462,-0.0006134634810051141,2024
17,0.03425473464128559,0.03277669050536828,0.00147804413591731,2024
18,0.017902900347652736,0.016100268871289302,0.0018026314763634338,2024
19,0.04155787324046386,0.041688767764710186,-0.00013089452424632636,2024
20,0.009821797583448812,0.010992628902749072,-0.0011708313193002605,2024
21,0.012053582281866142,0.017924752620123278,-0.005871170338257136,2024
22,0.015248097634502711,0.011340149616812687,0.003907948017690024,2024
23,0.015583594680670021,0.015853346258665156,-0.00026975157799513476,2024
24,0.006238300148299419,0.007489985916265799,-0.0012516857679663795,2024
25,0.02341185909124061,0.021637737091434527,0.0017741219998060817,2024
26,0.028585320788661172,0.028542424962961607,4.2895825699565404e-05,2024
27,0.014985534728806555,0.014463263402410696,0.0005222713263958595,2024
28,0.026256290569615637,0.027097470415012894,-0.0008411798453972566,2024
29,0.004774755062844918,0.0037312750352093355,0.0010434800276355825,2024
30,0.013716480684608465,0.016708430120900626,-0.002991949436292161,2024
31,0.014231881943937957,0.013091471110054324,0.0011404108338836337,2024
32,0.022599858993995088,0.022748888848243193,-0.00014902985424810472,2024
33,0.017693822478302094,0.01706052347593876,0.0006332990023633321,2024
34,0.028259548294556684,0.029548405977356283,-0.001288857682799599,2024
35,0.0060924318673571095,0.0050161871490498056,0.001076244718307304,2024
36,0.011163785768118056,0.012625061730653156,-0.0014612759625351,2024
37,0.004662922714122481,0.005386571067986026,-0.0007236483538635456,2024
38,0.013662995648262953,0.016040824538620525,-0.0023778288903575726,2024
39,0.007551114676780201,0.00877947067108079,-0.0012283559943005885,2024
40,0.03781878297230934,0.0389360378980484,-0.0011172549257390599,2024
41,0.004094036418447475,0.005103067327565709,-0.001009030909118234,2024
42,0.0026402158850557947,0.002752729866661789,-0.00011251398160599425,2024
43,0.0039967908978192695,0.003937043879062792,5.974701875647789e-05,2024
44,0.02016385870225853,0.017801291313811207,0.0023625673884473224,2024
45,0.012885031483237303,0.00984489601814424,0.0030401354650930624,2024
46,0.018705175892835435,0.017115395167633017,0.001589780725202418,2024
47,0.013692169304451414,0.01252446362921369,0.001167705675237725,2024
48,0.004444120292709017,0.004257128747279279,0.0001869915454297379,2024
49,0.018676002236646973,0.02017449197958773,-0.0014984897429407562,2024
50,0.01733401405197773,0.018414025204397052,-0.0010800111524193225,2024
51,0.010643522232757153,0.009154427230991531,0.0014890950017656217,2024
52,0.008309629737680208,0.007407678378724416,0.0009019513589557911,2024
53,0.02082999051856174,0.017732701699193387,0.003097288819368351,2024
