estacion,station_name,month,month_name,avg_uses,pct
1,Estació d’Autobusos,1,January,1146.3,3.01
1,Estació d’Autobusos,2,February,1336.2,3.14
1,Estació d’Autobusos,3,March,1357.2,3.13
1,Estació d’Autobusos,4,April,1169.4,3.11
1,Estació d’Autobusos,5,May,1492.5,3.13
1,Estació d’Autobusos,6,June,1322.8,3.16
1,Estació d’Autobusos,7,July,1020.1,3.28
1,Estació d’Autobusos,8,August,769.3,3.33
1,Estació d’Autobusos,9,September,1374.0,3.14
1,Estació d’Autobusos,10,October,1746.9,3.2
1,Estació d’Autobusos,11,November,1593.5,3.09
1,Estació d’Autobusos,12,December,1168.2,2.99
2,Oficina de Turisme,1,January,1679.6,4.41
2,Oficina de Turisme,2,February,1832.8,4.31
2,Oficina de Turisme,3,March,1956.8,4.52
2,Oficina de Turisme,4,April,1704.5,4.54
2,Oficina de Turisme,5,May,2127.7,4.46
2,Oficina de Turisme,6,June,1822.8,4.35
2,Oficina de Turisme,7,July,1367.1,4.4
2,Oficina de Turisme,8,August,1098.5,4.76
2,Oficina de Turisme,9,September,1854.0,4.24
2,Oficina de Turisme,10,October,2267.8,4.16
2,Oficina de Turisme,11,November,2104.5,4.08
2,Oficina de Turisme,12,December,1686.6,4.32
3,Plaça de la Llotja,1,January,1970.6,5.17
3,Plaça de la Llotja,2,February,1976.8,4.65
3,Plaça de la Llotja,3,March,2008.9,4.64
3,Plaça de la Llotja,4,April,1809.2,4.82
3,Plaça de la Llotja,5,May,2303.3,4.82
3,Plaça de la Llotja,6,June,2093.4,4.99
3,Plaça de la Llotja,7,July,1549.9,4.99
3,Plaça de la Llotja,8,August,1165.8,5.05
3,Plaça de la Llotja,9,September,1933.2,4.42
3,Plaça de la Llotja,10,October,2350.7,4.31
3,Plaça de la Llotja,11,November,2239.2,4.34
3,Plaça de la Llotja,12,December,1729.2,4.43
4,Plaça del Raval,1,January,1138.7,2.99
4,Plaça del Raval,2,February,1235.8,2.91
4,Plaça del Raval,3,March,1286.4,2.97
4,Plaça del Raval,4,April,1093.9,2.91
4,Plaça del Raval,5,May,1450.7,3.04
4,Plaça del Raval,6,June,1268.0,3.02
4,Plaça del Raval,7,July,887.7,2.86
4,Plaça del Raval,8,August,668.8,2.9
4,Plaça del Raval,9,September,1277.5,2.92
4,Plaça del Raval,10,October,1578.7,2.89
4,Plaça del Raval,11,November,1425.0,2.76
4,Plaça del Raval,12,December,1085.8,2.78
5,Centre de Congressos,1,January,1373.3,3.6
5,Centre de Congressos,2,February,1531.5,3.6
5,Centre de Congressos,3,March,1531.9,3.54
5,Centre de Congressos,4,April,1329.1,3.54
5,Centre de Congressos,5,May,1687.5,3.54
5,Centre de Congressos,6,June,1502.9,3.59
5,Centre de Congressos,7,July,973.6,3.13
5,Centre de Congressos,8,August,706.8,3.06
5,Centre de Congressos,9,September,1465.6,3.35
5,Centre de Congressos,10,October,1824.5,3.34
5,Centre de Congressos,11,November,1770.1,3.43
5,Centre de Congressos,12,December,1341.7,3.43
6,Ajuntament,1,January,1771.9,4.65
6,Ajuntament,2,February,2092.0,4.92
6,Ajuntament,3,March,2164.0,5.0
6,Ajuntament,4,April,1857.1,4.95
6,Ajuntament,5,May,2364.9,4.95
6,Ajuntament,6,June,2111.5,5.04
6,Ajuntament,7,July,1527.5,4.92
6,Ajuntament,8,August,1047.6,4.54
6,Ajuntament,9,September,1990.1,4.55
6,Ajuntament,10,October,2493.2,4.57
6,Ajuntament,11,November,2355.8,4.56
6,Ajuntament,12,December,1852.5,4.74
7,Pavelló Municipal,1,January,456.5,1.2
7,Pavelló Municipal,2,February,518.2,1.22
7,Pavelló Municipal,3,March,537.2,1.24
7,Pavelló Municipal,4,April,488.6,1.3
7,Pavelló Municipal,5,May,519.9,1.09
7,Pavelló Municipal,6,June,431.8,1.03
7,Pavelló Municipal,7,July,321.8,1.04
7,Pavelló Municipal,8,August,180.9,0.78
7,Pavelló Municipal,9,September,512.3,1.17
7,Pavelló Municipal,10,October,720.5,1.32
7,Pavelló Municipal,11,November,646.2,1.25
7,Pavelló Municipal,12,December,433.2,1.11
8,Polivalent de Carrús,1,January,678.5,1.78
8,Polivalent de Carrús,2,February,730.5,1.72
8,Polivalent de Carrús,3,March,696.5,1.61
8,Polivalent de Carrús,4,April,622.4,1.66
8,Polivalent de Carrús,5,May,801.3,1.68
8,Polivalent de Carrús,6,June,726.6,1.73
8,Polivalent de Carrús,7,July,553.5,1.78
8,Polivalent de Carrús,8,August,421.4,1.82
8,Polivalent de Carrús,9,September,716.2,1.64
8,Polivalent de Carrús,10,October,795.0,1.46
8,Polivalent de Carrús,11,November,812.9,1.57
8,Polivalent de Carrús,12,December,594.9,1.52
9,Biblioteca de Sant Josep,1,January,890.3,2.34
9,Biblioteca de Sant Josep,2,February,1108.5,2.61
9,Biblioteca de Sant Josep,3,March,1126.7,2.6
9,Biblioteca de Sant Josep,4,April,865.9,2.31
9,Biblioteca de Sant Josep,5,May,1232.8,2.58
9,Biblioteca de Sant Josep,6,June,977.4,2.33
9,Biblioteca de Sant Josep,7,July,605.6,1.95
9,Biblioteca de Sant Josep,8,August,391.9,1.7
9,Biblioteca de Sant Josep,9,September,1035.2,2.37
9,Biblioteca de Sant Josep,10,October,1457.7,2.67
9,Biblioteca de Sant Josep,11,November,1406.2,2.72
9,Biblioteca de Sant Josep,12,December,955.9,2.45
10,L’Escorxador,1,January,424.5,1.11
10,L’Escorxador,2,February,473.3,1.11
10,L’Escorxador,3,March,439.5,1.01
10,L’Escorxador,4,April,340.4,0.91
10,L’Escorxador,5,May,508.3,1.06
10,L’Escorxador,6,June,406.2,0.97
10,L’Escorxador,7,July,270.1,0.87
10,L’Escorxador,8,August,142.5,0.62
10,L’Escorxador,9,September,450.5,1.03
10,L’Escorxador,10,October,552.5,1.01
10,L’Escorxador,11,November,522.9,1.01
10,L’Escorxador,12,December,349.8,0.9
11,Plaça de Crevillent,1,January,1082.1,2.84
11,Plaça de Crevillent,2,February,1127.3,2.65
11,Plaça de Crevillent,3,March,1145.4,2.64
11,Plaça de Crevillent,4,April,1016.1,2.71
11,Plaça de Crevillent,5,May,1260.4,2.64
11,Plaça de Crevillent,6,June,1157.1,2.76
11,Plaça de Crevillent,7,July,876.3,2.82
11,Plaça de Crevillent,8,August,706.5,3.06
11,Plaça de Crevillent,9,September,1199.1,2.74
11,Plaça de Crevillent,10,October,1399.0,2.56
11,Plaça de Crevillent,11,November,1333.7,2.58
11,Plaça de Crevillent,12,December,1062.6,2.72
12,Ambulatori de Sant Fermí,1,January,2279.6,5.98
12,Ambulatori de Sant Fermí,2,February,2396.5,5.64
12,Ambulatori de Sant Fermí,3,March,2415.2,5.58
12,Ambulatori de Sant Fermí,4,April,2124.3,5.66
12,Ambulatori de Sant Fermí,5,May,2608.2,5.46
12,Ambulatori de Sant Fermí,6,June,2300.8,5.49
12,Ambulatori de Sant Fermí,7,July,1740.3,5.6
12,Ambulatori de Sant Fermí,8,August,1311.7,5.68
12,Ambulatori de Sant Fermí,9,September,2381.5,5.44
12,Ambulatori de Sant Fermí,10,October,2793.5,5.12
12,Ambulatori de Sant Fermí,11,November,2700.9,5.23
12,Ambulatori de Sant Fermí,12,December,2106.3,5.39
13,Jardí del 1r de Maig,1,January,526.5,1.38
13,Jardí del 1r de Maig,2,February,499.5,1.17
13,Jardí del 1r de Maig,3,March,522.8,1.21
13,Jardí del 1r de Maig,4,April,465.8,1.24
13,Jardí del 1r de Maig,5,May,531.7,1.11
13,Jardí del 1r de Maig,6,June,507.1,1.21
13,Jardí del 1r de Maig,7,July,449.7,1.45
13,Jardí del 1r de Maig,8,August,359.3,1.56
13,Jardí del 1r de Maig,9,September,523.8,1.2
13,Jardí del 1r de Maig,10,October,591.4,1.08
13,Jardí del 1r de Maig,11,November,553.3,1.07
13,Jardí del 1r de Maig,12,December,452.5,1.16
14,Comissaria,1,January,640.7,1.68
14,Comissaria,2,February,767.3,1.8
14,Comissaria,3,March,714.3,1.65
14,Comissaria,4,April,532.4,1.42
14,Comissaria,5,May,810.6,1.7
14,Comissaria,6,June,577.4,1.38
14,Comissaria,7,July,206.8,0.67
14,Comissaria,8,August,125.4,0.54
14,Comissaria,9,September,714.5,1.63
14,Comissaria,10,October,923.7,1.69
14,Comissaria,11,November,869.2,1.68
14,Comissaria,12,December,538.8,1.38
15,Av. Llibertat / Reina Victòria,1,January,1061.6,2.79
15,Av. Llibertat / Reina Victòria,2,February,1055.1,2.48
15,Av. Llibertat / Reina Victòria,3,March,1065.5,2.46
15,Av. Llibertat / Reina Victòria,4,April,939.8,2.5
15,Av. Llibertat / Reina Victòria,5,May,1152.3,2.41
15,Av. Llibertat / Reina Victòria,6,June,1024.3,2.44
15,Av. Llibertat / Reina Victòria,7,July,844.8,2.72
15,Av. Llibertat / Reina Victòria,8,August,661.8,2.87
15,Av. Llibertat / Reina Victòria,9,September,1090.0,2.49
15,Av. Llibertat / Reina Victòria,10,October,1268.7,2.33
15,Av. Llibertat / Reina Victòria,11,November,1189.4,2.3
15,Av. Llibertat / Reina Victòria,12,December,928.4,2.38
16,Jardí d’Asp,1,January,562.8,1.48
16,Jardí d’Asp,2,February,589.1,1.39
16,Jardí d’Asp,3,March,574.4,1.33
16,Jardí d’Asp,4,April,517.5,1.38
16,Jardí d’Asp,5,May,621.9,1.3
16,Jardí d’Asp,6,June,527.8,1.26
16,Jardí d’Asp,7,July,408.2,1.31
16,Jardí d’Asp,8,August,327.5,1.42
16,Jardí d’Asp,9,September,609.7,1.39
16,Jardí d’Asp,10,October,714.7,1.31
16,Jardí d’Asp,11,November,666.8,1.29
16,Jardí d’Asp,12,December,518.5,1.33
17,Plaça de Castella,1,January,1388.3,3.64
17,Plaça de Castella,2,February,1516.3,3.57
17,Plaça de Castella,3,March,1558.2,3.6
17,Plaça de Castella,4,April,1411.5,3.76
17,Plaça de Castella,5,May,1777.4,3.72
17,Plaça de Castella,6,June,1552.0,3.7
17,Plaça de Castella,7,July,1160.1,3.73
17,Plaça de Castella,8,August,908.6,3.93
17,Plaça de Castella,9,September,1642.1,3.75
17,Plaça de Castella,10,October,1919.5,3.52
17,Plaça de Castella,11,November,1776.5,3.44
17,Plaça de Castella,12,December,1324.5,3.39
18,Poliesportiu d’Altabix,1,January,692.5,1.82
18,Poliesportiu d’Altabix,2,February,756.6,1.78
18,Poliesportiu d’Altabix,3,March,786.7,1.82
18,Poliesportiu d’Altabix,4,April,682.5,1.82
18,Poliesportiu d’Altabix,5,May,905.6,1.9
18,Poliesportiu d’Altabix,6,June,805.2,1.92
18,Poliesportiu d’Altabix,7,July,600.8,1.93
18,Poliesportiu d’Altabix,8,August,409.5,1.77
18,Poliesportiu d’Altabix,9,September,831.5,1.9
18,Poliesportiu d’Altabix,10,October,972.7,1.78
18,Poliesportiu d’Altabix,11,November,902.6,1.75
18,Poliesportiu d’Altabix,12,December,675.1,1.73
19,Jesuïtines,1,January,1278.1,3.35
19,Jesuïtines,2,February,1435.4,3.38
19,Jesuïtines,3,March,1452.9,3.35
19,Jesuïtines,4,April,1266.6,3.37
19,Jesuïtines,5,May,1546.2,3.24
19,Jesuïtines,6,June,1354.6,3.23
19,Jesuïtines,7,July,964.8,3.11
19,Jesuïtines,8,August,782.4,3.39
19,Jesuïtines,9,September,1372.7,3.14
19,Jesuïtines,10,October,1773.5,3.25
19,Jesuïtines,11,November,1716.5,3.33
19,Jesuïtines,12,December,1382.3,3.54
20,Antoni Mena / Fra Jaume Torres,1,January,770.3,2.02
20,Antoni Mena / Fra Jaume Torres,2,February,840.9,1.98
20,Antoni Mena / Fra Jaume Torres,3,March,806.2,1.86
20,Antoni Mena / Fra Jaume Torres,4,April,685.5,1.83
20,Antoni Mena / Fra Jaume Torres,5,May,882.3,1.85
20,Antoni Mena / Fra Jaume Torres,6,June,801.2,1.91
20,Antoni Mena / Fra Jaume Torres,7,July,592.4,1.91
20,Antoni Mena / Fra Jaume Torres,8,August,423.7,1.83
20,Antoni Mena / Fra Jaume Torres,9,September,783.6,1.79
20,Antoni Mena / Fra Jaume Torres,10,October,952.1,1.75
20,Antoni Mena / Fra Jaume Torres,11,November,858.1,1.66
20,Antoni Mena / Fra Jaume Torres,12,December,700.4,1.79
21,C.P. Mariano Benlliure,1,January,491.5,1.29
21,C.P. Mariano Benlliure,2,February,513.4,1.21
21,C.P. Mariano Benlliure,3,March,534.2,1.23
21,C.P. Mariano Benlliure,4,April,457.0,1.22
21,C.P. Mariano Benlliure,5,May,584.6,1.22
21,C.P. Mariano Benlliure,6,June,514.9,1.23
21,C.P. Mariano Benlliure,7,July,405.9,1.31
21,C.P. Mariano Benlliure,8,August,314.7,1.36
21,C.P. Mariano Benlliure,9,September,588.8,1.35
21,C.P. Mariano Benlliure,10,October,619.6,1.14
21,C.P. Mariano Benlliure,11,November,585.7,1.13
21,C.P. Mariano Benlliure,12,December,478.2,1.22
22,Av. Llauradors / Eslava,1,January,568.8,1.49
22,Av. Llauradors / Eslava,2,February,600.8,1.41
22,Av. Llauradors / Eslava,3,March,592.4,1.37
22,Av. Llauradors / Eslava,4,April,527.8,1.41
22,Av. Llauradors / Eslava,5,May,654.5,1.37
22,Av. Llauradors / Eslava,6,June,581.4,1.39
22,Av. Llauradors / Eslava,7,July,374.5,1.21
22,Av. Llauradors / Eslava,8,August,303.4,1.31
22,Av. Llauradors / Eslava,9,September,623.1,1.42
22,Av. Llauradors / Eslava,10,October,694.4,1.27
22,Av. Llauradors / Eslava,11,November,650.6,1.26
22,Av. Llauradors / Eslava,12,December,487.0,1.25
23,Conrado del Campo / Trinquet,1,January,669.8,1.76
23,Conrado del Campo / Trinquet,2,February,715.1,1.68
23,Conrado del Campo / Trinquet,3,March,730.8,1.69
23,Conrado del Campo / Trinquet,4,April,629.3,1.68
23,Conrado del Campo / Trinquet,5,May,786.6,1.65
23,Conrado del Campo / Trinquet,6,June,716.7,1.71
23,Conrado del Campo / Trinquet,7,July,584.0,1.88
23,Conrado del Campo / Trinquet,8,August,450.5,1.95
23,Conrado del Campo / Trinquet,9,September,750.9,1.72
23,Conrado del Campo / Trinquet,10,October,874.1,1.6
23,Conrado del Campo / Trinquet,11,November,832.2,1.61
23,Conrado del Campo / Trinquet,12,December,674.6,1.73
24,Policia Local,1,January,277.8,0.73
24,Policia Local,2,February,304.1,0.72
24,Policia Local,3,March,316.2,0.73
24,Policia Local,4,April,288.6,0.77
24,Policia Local,5,May,396.5,0.83
24,Policia Local,6,June,391.7,0.93
24,Policia Local,7,July,264.9,0.85
24,Policia Local,8,August,186.8,0.81
24,Policia Local,9,September,383.7,0.88
24,Policia Local,10,October,424.8,0.78
24,Policia Local,11,November,381.1,0.74
24,Policia Local,12,December,256.1,0.66
25,Cor de Jesús,1,January,1235.0,3.24
25,Cor de Jesús,2,February,1296.3,3.05
25,Cor de Jesús,3,March,1328.5,3.07
25,Cor de Jesús,4,April,1138.6,3.03
25,Cor de Jesús,5,May,1427.5,2.99
25,Cor de Jesús,6,June,1240.7,2.96
25,Cor de Jesús,7,July,891.2,2.87
25,Cor de Jesús,8,August,661.2,2.86
25,Cor de Jesús,9,September,1296.7,2.96
25,Cor de Jesús,10,October,1548.1,2.84
25,Cor de Jesús,11,November,1449.5,2.81
25,Cor de Jesús,12,December,1133.7,2.9
26,UMH / Escola Oficial d’Idiomes,1,January,1746.6,4.58
26,UMH / Escola Oficial d’Idiomes,2,February,1804.6,4.24
26,UMH / Escola Oficial d’Idiomes,3,March,1760.6,4.06
26,UMH / Escola Oficial d’Idiomes,4,April,1272.2,3.39
26,UMH / Escola Oficial d’Idiomes,5,May,1824.7,3.82
26,UMH / Escola Oficial d’Idiomes,6,June,1289.3,3.08
26,UMH / Escola Oficial d’Idiomes,7,July,689.0,2.22
26,UMH / Escola Oficial d’Idiomes,8,August,299.0,1.29
26,UMH / Escola Oficial d’Idiomes,9,September,1443.9,3.3
26,UMH / Escola Oficial d’Idiomes,10,October,2370.1,4.35
26,UMH / Escola Oficial d’Idiomes,11,November,2320.3,4.49
26,UMH / Escola Oficial d’Idiomes,12,December,1420.1,3.63
27,UMH / Pavelló d’Esports,1,January,666.0,1.75
27,UMH / Pavelló d’Esports,2,February,1007.6,2.37
27,UMH / Pavelló d’Esports,3,March,1046.7,2.42
27,UMH / Pavelló d’Esports,4,April,729.0,1.94
27,UMH / Pavelló d’Esports,5,May,994.4,2.08
27,UMH / Pavelló d’Esports,6,June,622.2,1.48
27,UMH / Pavelló d’Esports,7,July,376.5,1.21
27,UMH / Pavelló d’Esports,8,August,68.9,0.3
27,UMH / Pavelló d’Esports,9,September,743.5,1.7
27,UMH / Pavelló d’Esports,10,October,1320.5,2.42
27,UMH / Pavelló d’Esports,11,November,1366.0,2.65
27,UMH / Pavelló d’Esports,12,December,795.1,2.03
28,Passeig de les Germanies,1,January,1196.5,3.14
28,Passeig de les Germanies,2,February,1311.0,3.08
28,Passeig de les Germanies,3,March,1337.8,3.09
28,Passeig de les Germanies,4,April,1148.3,3.06
28,Passeig de les Germanies,5,May,1428.3,2.99
28,Passeig de les Germanies,6,June,1281.8,3.06
28,Passeig de les Germanies,7,July,983.9,3.17
28,Passeig de les Germanies,8,August,717.6,3.11
28,Passeig de les Germanies,9,September,1337.4,3.06
28,Passeig de les Germanies,10,October,1587.7,2.91
28,Passeig de les Germanies,11,November,1497.4,2.9
28,Passeig de les Germanies,12,December,1182.1,3.03
29,Casablanca,1,January,382.6,1.0
29,Casablanca,2,February,421.0,0.99
29,Casablanca,3,March,423.0,0.98
29,Casablanca,4,April,383.8,1.02
29,Casablanca,5,May,483.8,1.01
29,Casablanca,6,June,433.4,1.03
29,Casablanca,7,July,332.6,1.07
29,Casablanca,8,August,228.8,0.99
29,Casablanca,9,September,424.1,0.97
29,Casablanca,10,October,442.5,0.81
29,Casablanca,11,November,438.8,0.85
29,Casablanca,12,December,353.6,0.91
30,Squash,1,January,642.8,1.69
30,Squash,2,February,649.8,1.53
30,Squash,3,March,699.5,1.61
30,Squash,4,April,622.6,1.66
30,Squash,5,May,762.7,1.6
30,Squash,6,June,673.9,1.61
30,Squash,7,July,505.7,1.63
30,Squash,8,August,379.9,1.64
30,Squash,9,September,709.3,1.62
30,Squash,10,October,860.3,1.58
30,Squash,11,November,780.4,1.51
30,Squash,12,December,575.5,1.47
31,Sant Antoni,1,January,426.0,1.12
31,Sant Antoni,2,February,443.6,1.04
31,Sant Antoni,3,March,428.1,0.99
31,Sant Antoni,4,April,362.6,0.97
31,Sant Antoni,5,May,500.9,1.05
31,Sant Antoni,6,June,462.0,1.1
31,Sant Antoni,7,July,364.2,1.17
31,Sant Antoni,8,August,326.1,1.41
31,Sant Antoni,9,September,472.1,1.08
31,Sant Antoni,10,October,591.6,1.08
31,Sant Antoni,11,November,538.1,1.04
31,Sant Antoni,12,December,414.8,1.06
32,Centre de Salut d’Altabix,1,January,1253.6,3.29
32,Centre de Salut d’Altabix,2,February,1343.1,3.16
32,Centre de Salut d’Altabix,3,March,1388.3,3.21
32,Centre de Salut d’Altabix,4,April,1268.1,3.38
32,Centre de Salut d’Altabix,5,May,1569.5,3.29
32,Centre de Salut d’Altabix,6,June,1434.2,3.42
32,Centre de Salut d’Altabix,7,July,1049.6,3.38
32,Centre de Salut d’Altabix,8,August,788.9,3.42
32,Centre de Salut d’Altabix,9,September,1406.3,3.21
32,Centre de Salut d’Altabix,10,October,1702.5,3.12
32,Centre de Salut d’Altabix,11,November,1597.7,3.1
32,Centre de Salut d’Altabix,12,December,1200.5,3.07
33,Av. Libertat / l’Aljub,1,January,833.8,2.19
33,Av. Libertat / l’Aljub,2,February,852.5,2.01
33,Av. Libertat / l’Aljub,3,March,819.2,1.89
33,Av. Libertat / l’Aljub,4,April,724.7,1.93
33,Av. Libertat / l’Aljub,5,May,804.3,1.68
33,Av. Libertat / l’Aljub,6,June,847.0,2.02
33,Av. Libertat / l’Aljub,7,July,773.8,2.49
33,Av. Libertat / l’Aljub,8,August,587.7,2.54
33,Av. Libertat / l’Aljub,9,September,909.2,2.08
33,Av. Libertat / l’Aljub,10,October,1080.9,1.98
33,Av. Libertat / l’Aljub,11,November,985.0,1.91
33,Av. Libertat / l’Aljub,12,December,909.9,2.33
34,Hospital General,1,January,1034.0,2.71
34,Hospital General,2,February,1101.2,2.59
34,Hospital General,3,March,1132.2,2.61
34,Hospital General,4,April,1016.1,2.71
34,Hospital General,5,May,1279.3,2.68
34,Hospital General,6,June,1182.1,2.82
34,Hospital General,7,July,860.7,2.77
34,Hospital General,8,August,730.5,3.16
34,Hospital General,9,September,1038.3,2.37
34,Hospital General,10,October,1304.6,2.39
34,Hospital General,11,November,1257.3,2.44
34,Hospital General,12,December,979.5,2.51
35,Hospital del Vinalopó,1,January,217.8,0.57
35,Hospital del Vinalopó,2,February,271.1,0.64
35,Hospital del Vinalopó,3,March,272.9,0.63
35,Hospital del Vinalopó,4,April,253.9,0.68
35,Hospital del Vinalopó,5,May,317.2,0.66
35,Hospital del Vinalopó,6,June,246.3,0.59
35,Hospital del Vinalopó,7,July,209.1,0.67
35,Hospital del Vinalopó,8,August,147.2,0.64
35,Hospital del Vinalopó,9,September,239.5,0.55
35,Hospital del Vinalopó,10,October,329.5,0.6
35,Hospital del Vinalopó,11,November,329.4,0.64
35,Hospital del Vinalopó,12,December,230.8,0.59
36,I.E.S. Victoria Kent,1,January,577.8,1.52
36,I.E.S. Victoria Kent,2,February,647.5,1.52
36,I.E.S. Victoria Kent,3,March,636.1,1.47
36,I.E.S. Victoria Kent,4,April,548.8,1.46
36,I.E.S. Victoria Kent,5,May,648.7,1.36
36,I.E.S. Victoria Kent,6,June,655.9,1.56
36,I.E.S. Victoria Kent,7,July,477.0,1.54
36,I.E.S. Victoria Kent,8,August,390.1,1.69
36,I.E.S. Victoria Kent,9,September,734.1,1.68
36,I.E.S. Victoria Kent,10,October,919.8,1.69
36,I.E.S. Victoria Kent,11,November,829.7,1.61
36,I.E.S. Victoria Kent,12,December,602.6,1.54
37,Hort de Travaló,1,January,152.6,0.4
37,Hort de Travaló,2,February,167.1,0.39
37,Hort de Travaló,3,March,175.2,0.4
37,Hort de Travaló,4,April,161.6,0.43
37,Hort de Travaló,5,May,222.1,0.47
37,Hort de Travaló,6,June,183.5,0.44
37,Hort de Travaló,7,July,143.0,0.46
37,Hort de Travaló,8,August,139.9,0.61
37,Hort de Travaló,9,September,191.2,0.44
37,Hort de Travaló,10,October,240.6,0.44
37,Hort de Travaló,11,November,199.9,0.39
37,Hort de Travaló,12,December,149.6,0.38
38,Poliesportiu de Carrús,1,January,418.9,1.1
38,Poliesportiu de Carrús,2,February,474.1,1.12
38,Poliesportiu de Carrús,3,March,449.0,1.04
38,Poliesportiu de Carrús,4,April,365.4,0.97
38,Poliesportiu de Carrús,5,May,476.5,1.0
38,Poliesportiu de Carrús,6,June,405.4,0.97
38,Poliesportiu de Carrús,7,July,328.1,1.06
38,Poliesportiu de Carrús,8,August,231.4,1.0
38,Poliesportiu de Carrús,9,September,471.6,1.08
38,Poliesportiu de Carrús,10,October,581.9,1.07
38,Poliesportiu de Carrús,11,November,509.0,0.99
38,Poliesportiu de Carrús,12,December,388.2,0.99
39,Francesc Cantó,1,January,329.8,0.87
39,Francesc Cantó,2,February,341.8,0.8
39,Francesc Cantó,3,March,338.8,0.78
39,Francesc Cantó,4,April,314.5,0.84
39,Francesc Cantó,5,May,383.2,0.8
39,Francesc Cantó,6,June,370.6,0.88
39,Francesc Cantó,7,July,314.0,1.01
39,Francesc Cantó,8,August,233.5,1.01
39,Francesc Cantó,9,September,376.2,0.86
39,Francesc Cantó,10,October,417.0,0.76
39,Francesc Cantó,11,November,364.2,0.71
39,Francesc Cantó,12,December,307.5,0.79
40,C.P. Baix Vinalopó,1,January,1464.1,3.84
40,C.P. Baix Vinalopó,2,February,1625.6,3.82
40,C.P. Baix Vinalopó,3,March,1555.7,3.59
40,C.P. Baix Vinalopó,4,April,1136.7,3.03
40,C.P. Baix Vinalopó,5,May,1479.0,3.1
40,C.P. Baix Vinalopó,6,June,1274.9,3.04
40,C.P. Baix Vinalopó,7,July,1007.3,3.24
40,C.P. Baix Vinalopó,8,August,732.3,3.17
40,C.P. Baix Vinalopó,9,September,1288.8,2.94
40,C.P. Baix Vinalopó,10,October,1912.2,3.51
40,C.P. Baix Vinalopó,11,November,1837.4,3.56
40,C.P. Baix Vinalopó,12,December,1436.6,3.68
41,Dipòsit Municipal de Carrús,1,January,128.9,0.34
41,Dipòsit Municipal de Carrús,2,February,160.6,0.38
41,Dipòsit Municipal de Carrús,3,March,137.0,0.32
41,Dipòsit Municipal de Carrús,4,April,109.9,0.29
41,Dipòsit Municipal de Carrús,5,May,142.0,0.3
41,Dipòsit Municipal de Carrús,6,June,120.6,0.29
41,Dipòsit Municipal de Carrús,7,July,109.3,0.35
41,Dipòsit Municipal de Carrús,8,August,68.1,0.3
41,Dipòsit Municipal de Carrús,9,September,135.7,0.31
41,Dipòsit Municipal de Carrús,10,October,156.7,0.29
41,Dipòsit Municipal de Carrús,11,November,144.9,0.28
41,Dipòsit Municipal de Carrús,12,December,98.8,0.25
42,Multi Aventura Travaló,1,January,122.6,0.32
42,Multi Aventura Travaló,2,February,139.9,0.33
42,Multi Aventura Travaló,3,March,138.7,0.32
42,Multi Aventura Travaló,4,April,122.6,0.33
42,Multi Aventura Travaló,5,May,189.6,0.4
42,Multi Aventura Travaló,6,June,160.3,0.38
42,Multi Aventura Travaló,7,July,137.3,0.44
42,Multi Aventura Travaló,8,August,122.4,0.53
42,Multi Aventura Travaló,9,September,189.7,0.43
42,Multi Aventura Travaló,10,October,212.0,0.39
42,Multi Aventura Travaló,11,November,188.0,0.36
42,Multi Aventura Travaló,12,December,107.1,0.27
43,Palmerars – Ciutat de la Justícia,1,January,135.2,0.35
43,Palmerars – Ciutat de la Justícia,2,February,138.6,0.33
43,Palmerars – Ciutat de la Justícia,3,March,155.6,0.36
43,Palmerars – Ciutat de la Justícia,4,April,132.7,0.35
43,Palmerars – Ciutat de la Justícia,5,May,168.4,0.35
43,Palmerars – Ciutat de la Justícia,6,June,167.1,0.4
43,Palmerars – Ciutat de la Justícia,7,July,160.4,0.52
43,Palmerars – Ciutat de la Justícia,8,August,105.9,0.46
43,Palmerars – Ciutat de la Justícia,9,September,177.7,0.41
43,Palmerars – Ciutat de la Justícia,10,October,216.7,0.4
43,Palmerars – Ciutat de la Justícia,11,November,183.3,0.36
43,Palmerars – Ciutat de la Justícia,12,December,125.6,0.32
44,Portes Encarnades,1,January,588.2,1.54
44,Portes Encarnades,2,February,673.7,1.58
44,Portes Encarnades,3,March,582.4,1.34
44,Portes Encarnades,4,April,541.6,1.44
44,Portes Encarnades,5,May,649.7,1.36
44,Portes Encarnades,6,June,638.6,1.52
44,Portes Encarnades,7,July,519.6,1.67
44,Portes Encarnades,8,August,463.1,2.01
44,Portes Encarnades,9,September,775.9,1.77
44,Portes Encarnades,10,October,909.7,1.67
44,Portes Encarnades,11,November,844.1,1.64
44,Portes Encarnades,12,December,647.4,1.66
45,Plaça de Barcelona,1,January,424.5,1.11
45,Plaça de Barcelona,2,February,457.7,1.08
45,Plaça de Barcelona,3,March,361.3,0.83
45,Plaça de Barcelona,4,April,353.6,0.94
