estacion,station_name,month,month_name,avg_uses,pct
93,Parque Rey Jaume I,5,May,754.0,1.58
93,Parque Rey Jaume I,6,June,660.0,1.57
93,Parque Rey Jaume I,7,July,476.0,1.53
93,Parque Rey Jaume I,8,August,428.0,1.85
93,Parque Rey Jaume I,9,September,868.0,1.98
93,Parque Rey Jaume I,10,October,1164.0,2.13
93,Parque Rey Jaume I,11,November,994.0,1.93
93,Parque Rey Jaume I,12,December,374.5,0.96
94,Parking Gran Teatre,1,January,327.0,0.86
94,Parking Gran Teatre,2,February,525.0,1.23
94,Parking Gran Teatre,3,March,559.0,1.29
94,Parking Gran Teatre,4,April,480.0,1.28
94,Parking Gran Teatre,5,May,537.0,1.12
94,Parking Gran Teatre,6,June,533.0,1.27
94,Parking Gran Teatre,7,July,502.0,1.62
94,Parking Gran Teatre,8,August,425.0,1.84
94,Parking Gran Teatre,9,September,631.0,1.44
94,Parking Gran Teatre,10,October,861.0,1.58
94,Parking Gran Teatre,11,November,826.0,1.6
94,Parking Gran Teatre,12,December,329.5,0.84
95,IES Vicente Verdu,1,January,7.0,0.02
95,IES Vicente Verdu,2,February,52.0,0.12
95,IES Vicente Verdu,3,March,50.0,0.12
95,IES Vicente Verdu,4,April,49.0,0.13
95,IES Vicente Verdu,5,May,56.0,0.12
95,IES Vicente Verdu,6,June,37.0,0.09
95,IES Vicente Verdu,7,July,18.0,0.06
95,IES Vicente Verdu,8,August,26.0,0.11
95,IES Vicente Verdu,9,September,119.0,0.27
95,IES Vicente Verdu,10,October,275.0,0.5
95,IES Vicente Verdu,11,November,253.0,0.49
95,IES Vicente Verdu,12,December,158.0,0.4
96,Puente de Santa Teresa,1,January,114.0,0.3
96,Puente de Santa Teresa,2,February,644.0,1.51
96,Puente de Santa Teresa,3,March,802.0,1.85
96,Puente de Santa Teresa,4,April,851.0,2.27
96,Puente de Santa Teresa,5,May,1012.0,2.12
96,Puente de Santa Teresa,6,June,943.0,2.25
96,Puente de Santa Teresa,7,July,727.0,2.34
96,Puente de Santa Teresa,8,August,599.0,2.59
96,Puente de Santa Teresa,9,September,1083.0,2.47
96,Puente de Santa Teresa,10,October,1418.0,2.6
96,Puente de Santa Teresa,11,November,1394.0,2.7
96,Puente de Santa Teresa,12,December,557.0,1.43
97,Huerto del cura,1,January,21.0,0.06
97,Huerto del cura,2,February,126.0,0.3
97,Huerto del cura,3,March,187.0,0.43
97,Huerto del cura,4,April,179.0,0.48
97,Huerto del cura,5,May,274.0,0.57
97,Huerto del cura,6,June,313.0,0.75
97,Huerto del cura,7,July,207.0,0.67
97,Huerto del cura,8,August,182.0,0.79
97,Huerto del cura,9,September,289.0,0.66
97,Huerto del cura,10,October,335.0,0.61
97,Huerto del cura,11,November,331.0,0.64
97,Huerto del cura,12,December,141.5,0.36
98,IES Sixto Marco,1,January,55.0,0.14
98,IES Sixto Marco,2,February,320.0,0.75
98,IES Sixto Marco,3,March,455.0,1.05
98,IES Sixto Marco,4,April,368.0,0.98
98,IES Sixto Marco,5,May,468.0,0.98
98,IES Sixto Marco,6,June,375.0,0.89
98,IES Sixto Marco,7,July,170.0,0.55
98,IES Sixto Marco,8,August,107.0,0.46
98,IES Sixto Marco,9,September,507.0,1.16
98,IES Sixto Marco,10,October,702.0,1.29
98,IES Sixto Marco,11,November,617.0,1.2
98,IES Sixto Marco,12,December,217.0,0.56
99,IES La Asunción,1,January,57.0,0.15
99,IES La Asunción,2,February,263.0,0.62
99,IES La Asunción,3,March,249.0,0.57
99,IES La Asunción,4,April,298.0,0.79
99,IES La Asunción,5,May,370.0,0.78
99,IES La Asunción,6,June,256.0,0.61
99,IES La Asunción,7,July,206.0,0.66
99,IES La Asunción,8,August,194.0,0.84
99,IES La Asunción,9,September,436.0,1.0
99,IES La Asunción,10,October,496.0,0.91
99,IES La Asunción,11,November,456.0,0.88
99,IES La Asunción,12,December,280.0,0.72
100,C.S. Raval,1,January,8.0,0.02
100,C.S. Raval,2,February,281.0,0.66
100,C.S. Raval,3,March,307.0,0.71
100,C.S. Raval,4,April,340.0,0.91
100,C.S. Raval,5,May,632.0,1.32
100,C.S. Raval,6,June,518.0,1.24
100,C.S. Raval,7,July,376.0,1.21
100,C.S. Raval,8,August,376.0,1.63
100,C.S. Raval,9,September,776.0,1.77
100,C.S. Raval,10,October,978.0,1.79
100,C.S. Raval,11,November,949.0,1.84
100,C.S. Raval,12,December,679.0,1.74
101,UMH-La Galia,1,January,36.0,0.09
101,UMH-La Galia,2,February,144.0,0.34
101,UMH-La Galia,3,March,175.0,0.4
101,UMH-La Galia,4,April,221.0,0.59
101,UMH-La Galia,5,May,334.0,0.7
101,UMH-La Galia,6,June,222.0,0.53
101,UMH-La Galia,7,July,138.0,0.44
101,UMH-La Galia,8,August,68.0,0.29
101,UMH-La Galia,9,September,340.0,0.78
101,UMH-La Galia,10,October,520.0,0.95
101,UMH-La Galia,11,November,501.0,0.97
101,UMH-La Galia,12,December,292.0,0.75
102,UMH-Altabix,1,January,82.0,0.22
102,UMH-Altabix,2,February,393.0,0.92
102,UMH-Altabix,3,March,379.0,0.87
102,UMH-Altabix,4,April,312.0,0.83
102,UMH-Altabix,5,May,597.0,1.25
102,UMH-Altabix,6,June,405.0,0.97
102,UMH-Altabix,7,July,189.0,0.61
102,UMH-Altabix,8,August,24.0,0.1
102,UMH-Altabix,9,September,660.0,1.51
102,UMH-Altabix,10,October,1150.0,2.11
102,UMH-Altabix,11,November,980.0,1.9
102,UMH-Altabix,12,December,590.0,1.51
103,UMH-Altet,1,January,38.0,0.1
103,UMH-Altet,2,February,248.0,0.58
103,UMH-Altet,3,March,382.0,0.88
103,UMH-Altet,4,April,318.0,0.85
103,UMH-Altet,5,May,338.0,0.71
103,UMH-Altet,6,June,104.0,0.25
103,UMH-Altet,7,July,116.0,0.37
103,UMH-Altet,8,August,24.0,0.1
103,UMH-Altet,9,September,425.0,0.97
103,UMH-Altet,10,October,659.0,1.21
103,UMH-Altet,11,November,515.0,1.0
103,UMH-Altet,12,December,170.5,0.44
104,UMH-Arenals,1,January,40.0,0.1
104,UMH-Arenals,2,February,228.0,0.54
104,UMH-Arenals,3,March,228.0,0.53
104,UMH-Arenals,4,April,174.0,0.46
104,UMH-Arenals,5,May,220.0,0.46
104,UMH-Arenals,6,June,206.0,0.49
104,UMH-Arenals,7,July,139.0,0.45
104,UMH-Arenals,8,August,70.0,0.3
104,UMH-Arenals,9,September,528.0,1.21
104,UMH-Arenals,10,October,791.0,1.45
104,UMH-Arenals,11,November,600.0,1.16
104,UMH-Arenals,12,December,169.5,0.43
105,Almansa con Avda. Novelda,1,January,46.0,0.12
105,Almansa con Avda. Novelda,2,February,135.0,0.32
105,Almansa con Avda. Novelda,3,March,170.0,0.39
105,Almansa con Avda. Novelda,4,April,165.0,0.44
105,Almansa con Avda. Novelda,5,May,158.0,0.33
105,Almansa con Avda. Novelda,6,June,185.0,0.44
105,Almansa con Avda. Novelda,7,July,212.0,0.68
105,Almansa con Avda. Novelda,8,August,138.0,0.6
105,Almansa con Avda. Novelda,9,September,203.0,0.46
105,Almansa con Avda. Novelda,10,October,264.0,0.48
105,Almansa con Avda. Novelda,11,November,240.0,0.46
105,Almansa con Avda. Novelda,12,December,178.0,0.46
106,Estadio Manolo Jaén,2,February,272.0,0.64
106,Estadio Manolo Jaén,3,March,363.0,0.84
106,Estadio Manolo Jaén,4,April,370.0,0.99
106,Estadio Manolo Jaén,5,May,416.0,0.87
106,Estadio Manolo Jaén,6,June,260.0,0.62
106,Estadio Manolo Jaén,7,July,234.0,0.75
106,Estadio Manolo Jaén,8,August,192.0,0.83
106,Estadio Manolo Jaén,9,September,434.0,0.99
106,Estadio Manolo Jaén,10,October,615.0,1.13
106,Estadio Manolo Jaén,11,November,522.0,1.01
106,Estadio Manolo Jaén,12,December,330.0,0.84
107,Josefina Manresa,2,February,11.0,0.03
107,Josefina Manresa,3,March,18.0,0.04
107,Josefina Manresa,4,April,98.0,0.26
107,Josefina Manresa,5,May,137.0,0.29
107,Josefina Manresa,6,June,128.0,0.31
107,Josefina Manresa,7,July,148.0,0.48
107,Josefina Manresa,8,August,67.0,0.29
107,Josefina Manresa,9,September,109.0,0.25
107,Josefina Manresa,10,October,177.0,0.32
107,Josefina Manresa,11,November,150.0,0.29
107,Josefina Manresa,12,December,98.0,0.25
108,José Ferrández Cruz,1,January,16.0,0.04
108,José Ferrández Cruz,2,February,129.0,0.3
108,José Ferrández Cruz,3,March,118.0,0.27
108,José Ferrández Cruz,4,April,173.0,0.46
108,José Ferrández Cruz,5,May,167.0,0.35
108,José Ferrández Cruz,6,June,183.0,0.44
108,José Ferrández Cruz,7,July,186.0,0.6
108,José Ferrández Cruz,8,August,140.0,0.61
108,José Ferrández Cruz,9,September,251.0,0.57
108,José Ferrández Cruz,10,October,247.0,0.45
108,José Ferrández Cruz,11,November,179.0,0.35
108,José Ferrández Cruz,12,December,179.0,0.46
109,Parque Huerto del Torreret,1,January,8.0,0.02
109,Parque Huerto del Torreret,2,February,222.0,0.52
109,Parque Huerto del Torreret,3,March,378.0,0.87
109,Parque Huerto del Torreret,4,April,458.0,1.22
109,Parque Huerto del Torreret,5,May,446.0,0.93
109,Parque Huerto del Torreret,6,June,474.0,1.13
109,Parque Huerto del Torreret,7,July,426.0,1.37
109,Parque Huerto del Torreret,8,August,369.0,1.6
109,Parque Huerto del Torreret,9,September,514.0,1.17
109,Parque Huerto del Torreret,10,October,691.0,1.27
109,Parque Huerto del Torreret,11,November,567.0,1.1
109,Parque Huerto del Torreret,12,December,217.5,0.56
110,Avda Novelda con Obispo Barrachina,2,February,147.0,0.35
110,Avda Novelda con Obispo Barrachina,3,March,214.0,0.49
110,Avda Novelda con Obispo Barrachina,4,April,214.0,0.57
110,Avda Novelda con Obispo Barrachina,5,May,350.0,0.73
110,Avda Novelda con Obispo Barrachina,6,June,320.0,0.76
110,Avda Novelda con Obispo Barrachina,7,July,317.0,1.02
110,Avda Novelda con Obispo Barrachina,8,August,260.0,1.13
110,Avda Novelda con Obispo Barrachina,9,September,337.0,0.77
110,Avda Novelda con Obispo Barrachina,10,October,420.0,0.77
110,Avda Novelda con Obispo Barrachina,11,November,282.0,0.55
110,Avda Novelda con Obispo Barrachina,12,December,239.0,0.61
111,Avenida Alicante 38,1,January,7.0,0.02
111,Avenida Alicante 38,2,February,347.0,0.82
111,Avenida Alicante 38,3,March,484.0,1.12
111,Avenida Alicante 38,4,April,403.0,1.07
111,Avenida Alicante 38,5,May,605.0,1.27
111,Avenida Alicante 38,6,June,717.0,1.71
111,Avenida Alicante 38,7,July,523.0,1.68
111,Avenida Alicante 38,8,August,321.0,1.39
111,Avenida Alicante 38,9,September,493.0,1.13
111,Avenida Alicante 38,10,October,686.0,1.26
111,Avenida Alicante 38,11,November,552.0,1.07
111,Avenida Alicante 38,12,December,418.0,1.07
112,CEIP San Fernando,1,January,19.0,0.05
112,CEIP San Fernando,2,February,123.0,0.29
112,CEIP San Fernando,3,March,119.0,0.27
112,CEIP San Fernando,4,April,95.0,0.25
112,CEIP San Fernando,5,May,127.0,0.27
112,CEIP San Fernando,6,June,92.0,0.22
112,CEIP San Fernando,7,July,54.0,0.17
112,CEIP San Fernando,8,August,62.0,0.27
112,CEIP San Fernando,9,September,93.5,0.21
112,CEIP San Fernando,10,October,225.0,0.41
112,CEIP San Fernando,11,November,186.0,0.36
112,CEIP San Fernando,12,December,146.0,0.37
113,Alcalde Juan Hernández,2,February,90.0,0.21
113,Alcalde Juan Hernández,3,March,115.0,0.27
113,Alcalde Juan Hernández,4,April,124.0,0.33
113,Alcalde Juan Hernández,5,May,142.0,0.3
113,Alcalde Juan Hernández,6,June,226.0,0.54
113,Alcalde Juan Hernández,7,July,261.0,0.84
113,Alcalde Juan Hernández,8,August,99.0,0.43
113,Alcalde Juan Hernández,9,September,215.0,0.49
113,Alcalde Juan Hernández,10,October,217.0,0.4
113,Alcalde Juan Hernández,11,November,244.0,0.47
113,Alcalde Juan Hernández,12,December,216.0,0.55
114,Jardin Biólogo Antonio de Zulueta,2,February,105.0,0.25
114,Jardin Biólogo Antonio de Zulueta,3,March,103.0,0.24
114,Jardin Biólogo Antonio de Zulueta,4,April,99.0,0.26
114,Jardin Biólogo Antonio de Zulueta,5,May,140.0,0.29
114,Jardin Biólogo Antonio de Zulueta,6,June,145.0,0.35
114,Jardin Biólogo Antonio de Zulueta,7,July,83.0,0.27
114,Jardin Biólogo Antonio de Zulueta,8,August,147.0,0.64
114,Jardin Biólogo Antonio de Zulueta,9,September,265.0,0.61
114,Jardin Biólogo Antonio de Zulueta,10,October,405.0,0.74
114,Jardin Biólogo Antonio de Zulueta,11,November,406.0,0.79
114,Jardin Biólogo Antonio de Zulueta,12,December,148.0,0.38
115,Passeig d´Atzavares,1,January,2.0,0.01
115,Passeig d´Atzavares,2,February,89.0,0.21
115,Passeig d´Atzavares,3,March,159.0,0.37
115,Passeig d´Atzavares,4,April,168.0,0.45
115,Passeig d´Atzavares,5,May,213.0,0.45
115,Passeig d´Atzavares,6,June,181.0,0.43
115,Passeig d´Atzavares,7,July,156.0,0.5
115,Passeig d´Atzavares,8,August,146.0,0.63
115,Passeig d´Atzavares,9,September,206.0,0.47
115,Passeig d´Atzavares,10,October,185.0,0.34
115,Passeig d´Atzavares,11,November,199.0,0.39
115,Passeig d´Atzavares,12,December,152.0,0.39
